date,quarter,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,department_finishing ,department_sweing
1/13/2015,Quarter2,Tuesday,2,1,0.487417731,0.031268921,0.40625,0.013888889,0,0,0,58.5,0.63863096,0,1
1/13/2015,Quarter2,Tuesday,3,1,0.762098335,0.020110717,0.381944444,0.015,0,0,0,55,0.532146235,0,1
1/13/2015,Quarter2,Tuesday,8,1,0,0,0.055555556,0,0,0,0,8,0.504498674,1,0
1/13/2015,Quarter2,Tuesday,7,1,0,0,0.055555556,0,0,0,0,8,0.49211066,1,0
1/13/2015,Quarter2,Tuesday,11,1,0.024196671,0,0.055555556,0,0,0,0,8,0.414525384,1,0
1/13/2015,Quarter2,Tuesday,11,0.863013699,0.469028262,0.022921893,0.368055556,0.010277778,0,0,0,53,0.393123902,0,1
1/13/2015,Quarter2,Tuesday,5,0.863013699,0.346302749,0.056093764,0.402777778,0,0,0,0,58,0.330545036,0,1
1/13/2015,Quarter2,Tuesday,4,0.589041096,0.37746806,0.033863853,0.392361111,0.006388889,0,0,0,56.5,0.300739475,0,1
1/13/2015,Quarter2,Tuesday,10,0.383561644,0.37746806,0.030922931,0.392361111,0.006388889,0,0,0,56.5,0.131382437,0,1
1/14/2015,Quarter2,Wednesday,11,1,0.024196671,0,0.076388889,0,0,0,0,7,0.790432671,1,0
1/14/2015,Quarter2,Wednesday,4,0.383561644,0.027100271,0,0.104166667,0,0,0,0,8,0.760517624,1,0
1/14/2015,Quarter2,Wednesday,7,1,0.445218738,0.049736182,0.392361111,0.019444444,0,0,0,56.5,0.751567911,0,1
1/14/2015,Quarter2,Wednesday,1,1,0.02013163,0,0.055555556,0,0,0,0,8,0.742070875,1,0
1/14/2015,Quarter2,Wednesday,5,0.794520548,0.024196671,0,0.055555556,0,0,0,0,15,0.711463937,1,0
1/14/2015,Quarter2,Wednesday,9,1,0.02013163,0,0.055555556,0,0,0,0,8,0.704201998,1,0
1/14/2015,Quarter2,Wednesday,9,1,0.450251645,0.053282588,0.409722222,0.020833333,0,0,0,59,0.695584256,0,1
1/14/2015,Quarter2,Wednesday,8,1,0.445218738,0.052677104,0.392361111,0.016666667,0,0,0,56.5,0.695172017,0,1
1/14/2015,Quarter2,Wednesday,7,1,0,0,0.055555556,0,0,0,0,8,0.681027869,1,0
1/14/2015,Quarter2,Wednesday,3,1,0.024196671,0,0.055555556,0,0,0,0,7,0.662125469,1,0
1/14/2015,Quarter2,Wednesday,12,1,0.1686024,0.050125422,0.114583333,0.013888889,0,0,0,31.5,0.63898443,0,1
1/14/2015,Quarter2,Wednesday,6,1,0.1686024,0.042037886,0.21875,0.010555556,0,0,0,31.5,0.638909233,0,1
1/14/2015,Quarter2,Wednesday,1,1,0.450251645,0.047227748,0.409722222,0.0175,0,0,0,59,0.638763022,0,1
1/14/2015,Quarter2,Wednesday,5,0.863013699,0.346302749,0.041735144,0.282407407,0,0,0,0,58,0.525965088,0,1
1/14/2015,Quarter2,Wednesday,8,1,0,0,0.055555556,0,0,0,0,8,0.489013656,1,0
1/14/2015,Quarter2,Wednesday,4,0.726027397,0.37746806,0.035291065,0.196759259,0.006388889,0,0,0,57,0.413500584,0,1
1/14/2015,Quarter2,Wednesday,10,0.589041096,0.37746806,0.040956665,0.130787037,0.006388889,0,0,0,56.5,0.300287856,0,1
1/14/2015,Quarter2,Wednesday,11,0.383561644,0.22667441,0.03624254,0.277777778,0.006388889,0,0,0,55,0.131184812,0,1
1/14/2015,Quarter2,Wednesday,10,1,0.02013163,0,0.048611111,0,0,0,0,8,0.111255518,1,0
1/14/2015,Quarter2,Wednesday,2,1,0.931475029,0.046968255,0.164351852,0.0075,0,0,0,57,0.087401815,0,1
1/14/2015,Quarter2,Wednesday,2,1,0.02013163,0,0.048611111,0,0,0,0,8,0.015349103,1,0
1/15/2015,Quarter3,Thursday,4,0.383561644,0.027100271,0,0.138888889,0,0,0,0,20,0.851363058,1,0
1/15/2015,Quarter3,Thursday,10,1,0.02013163,0,0.131944444,0,0,0,0,19,0.811298738,1,0
1/15/2015,Quarter3,Thursday,1,1,0.02013163,0,0.055555556,0,0,0,0,8,0.733655569,1,0
1/15/2015,Quarter3,Thursday,5,0.794520548,0.024196671,0,0.055555556,0,0,0,0,8,0.707032019,1,0
1/15/2015,Quarter3,Thursday,9,1,0.02013163,0,0.055555556,0,0,0,0,8,0.704201998,1,0
1/15/2015,Quarter3,Thursday,1,1,0.450251645,0.050168671,0.409722222,0.020833333,0,0,0,59,0.695584256,0,1
1/15/2015,Quarter3,Thursday,8,1,0.445218738,0.050903901,0.346064815,0.016666667,0,0,0,56.5,0.6954865,0,1
1/15/2015,Quarter3,Thursday,7,1,0.445218738,0.055401782,0.392361111,0.016666667,0,0,0,56.5,0.695172017,0,1
1/15/2015,Quarter3,Thursday,9,1,0.450251645,0.059207681,0.409722222,0.0175,0,0,0,59,0.638763022,0,1
1/15/2015,Quarter3,Thursday,6,1,0.1686024,0.046881758,0.190972222,0.010555556,0,0,0,31.5,0.63866636,0,1
1/15/2015,Quarter3,Thursday,12,1,0.1686024,0.052590606,0.190972222,0.013888889,0,0,0,31.5,0.63866636,0,1
1/15/2015,Quarter3,Thursday,5,0.863013699,0.346302749,0.016910302,0.402777778,0,0,0,0,58,0.525925371,0,1
1/15/2015,Quarter3,Thursday,7,1,0,0,0.055555556,0,0,0,0,8,0.513789684,1,0
1/15/2015,Quarter3,Thursday,3,0.589041096,0.379790941,0.047660237,0.392361111,0.008333333,0,0,0,56.5,0.481518436,0,1
1/15/2015,Quarter3,Thursday,4,0.794520548,0.379790941,0.037713001,0.388888889,0.007222222,0,0,0,56,0.469618176,0,1
1/15/2015,Quarter3,Thursday,8,1,0,0,0.055555556,0,0,0,0,8,0.420879581,1,0
1/15/2015,Quarter3,Thursday,10,0.726027397,0.379790941,0.046535767,0.392361111,0.006388889,0,0,0,56.5,0.413412712,0,1
1/15/2015,Quarter3,Thursday,11,0.589041096,0.232094464,0.039659199,0.381944444,0.008333333,0,0,0,55,0.300338305,0,1
1/15/2015,Quarter3,Thursday,2,0.589041096,0.387921022,0.045151803,0.378472222,0.006388889,0,0,0,54.5,0.30030878,0,1
1/17/2015,Quarter3,Saturday,5,0.794520548,0.024196671,0,0.104166667,0,0,0,0,15,0.849739801,1,0
1/17/2015,Quarter3,Saturday,2,1,0.02013163,0,0.069444444,0,0,0,0,10,0.842648731,1,0
1/17/2015,Quarter3,Saturday,10,1,0.02013163,0,0.055555556,0,0,0,0,8,0.835557661,1,0
1/17/2015,Quarter3,Saturday,1,1,0.02013163,0,0.055555556,0,0,0,0,8,0.733655569,1,0
1/17/2015,Quarter3,Saturday,9,1,0.02013163,0,0.069444444,0,0,0,0,10,0.668857713,1,0
1/17/2015,Quarter3,Saturday,6,1,0.164730933,0.046146527,0.211805556,0.0175,0,0,0,30.5,0.639018638,0,1
1/17/2015,Quarter3,Saturday,12,1,0.1686024,0.044935559,0.21875,0.0175,0,0,0,31.5,0.638909233,0,1
1/17/2015,Quarter3,Saturday,7,1,0.445218738,0.0603754,0.392361111,0.013888889,0,0,0,56.5,0.638776124,0,1
1/17/2015,Quarter3,Saturday,8,1,0.445218738,0.055877519,0.392361111,0.013888889,0,0,0,56.5,0.638776124,0,1
1/17/2015,Quarter3,Saturday,1,1,0.886178862,0.007395554,0.409722222,0.0175,0,0,0,59,0.638763022,0,1
1/17/2015,Quarter3,Saturday,9,1,0.450251645,0.048784707,0.409722222,0.0175,0,0,0,59,0.638763022,0,1
1/17/2015,Quarter3,Saturday,2,0.726027397,0.387921022,0.037410259,0.253472222,0.006388889,0,0,0,56.5,0.604927407,0,1
1/17/2015,Quarter3,Saturday,4,0.863013699,0.379790941,0.035680304,0.392361111,0.013888889,0,0,0,56.5,0.526468213,0,1
1/17/2015,Quarter3,Saturday,8,1,0,0,0.055555556,0,0,0,0,8,0.498304667,1,0
1/17/2015,Quarter3,Saturday,7,1,0,0,0.055555556,0,0,0,0,8,0.482819649,1,0
1/17/2015,Quarter3,Saturday,10,0.794520548,0.379790941,0.050298417,0.375,0.009722222,0,0,0,54,0.469694525,0,1
1/17/2015,Quarter3,Saturday,3,0.726027397,0.379790941,0.049303693,0.392361111,0.008333333,0,0,0,56.5,0.413412712,0,1
1/17/2015,Quarter3,Saturday,11,0.726027397,0.232094464,0.044416573,0.388888889,0.010555556,0,0,0,56,0.41339185,0,1
1/17/2015,Quarter3,Saturday,6,1,0,0,0.034722222,0,0,0,0,5,0.261693605,1,0
1/17/2015,Quarter3,Saturday,5,0.863013699,0.741192412,0.045497794,0.402777778,0.005833333,0,0,0,58,0.246192826,0,1
1/17/2015,Quarter3,Saturday,11,1,0.024196671,0,0.048611111,0,0,0,0,7,0.090385072,1,0
1/18/2015,Quarter3,Sunday,5,0.726027397,0.024196671,0,0.055555556,0,0,0,0,8,0.698168182,1,0
1/18/2015,Quarter3,Sunday,11,0.794520548,0.024196671,0,0.083333333,0,0,0,0,12,0.681917812,1,0
1/18/2015,Quarter3,Sunday,6,1,0,0,0.069444444,0,0,0,0,10,0.644098773,1,0
1/18/2015,Quarter3,Sunday,6,1,0.164730933,0.049303693,0.211805556,0.0175,0,0,0,30.5,0.639018638,0,1
1/18/2015,Quarter3,Sunday,7,1,0.889276036,0.026987285,0.392361111,0.013888889,0,0,0,56.5,0.638776124,0,1
1/18/2015,Quarter3,Sunday,8,1,0.445218738,0.055704524,0.392361111,0.010555556,0,0,0,56.5,0.638776124,0,1
1/18/2015,Quarter3,Sunday,9,1,0.450251645,0.059726667,0.141203704,0.013888889,0,0,0,59,0.638647886,0,1
1/18/2015,Quarter3,Sunday,4,0.863013699,0.379790941,0.038145489,0.392361111,0.013888889,0,0,0,56.5,0.526468213,0,1
1/18/2015,Quarter3,Sunday,10,0.863013699,0.379790941,0.043335352,0.388888889,0.011111111,0,0,0,56,0.525963501,0,1
1/18/2015,Quarter3,Sunday,7,1,0,0,0.055555556,0,0,0,0,8,0.516886688,1,0
1/18/2015,Quarter3,Sunday,12,1,0.463995354,0.02530058,0.21875,0.015555556,0,0,0,31.5,0.483291913,0,1
1/18/2015,Quarter3,Sunday,3,0.794520548,0.379790941,0.049217196,0.392361111,0.009722222,0,0,0,56.5,0.469940463,0,1
1/18/2015,Quarter3,Sunday,11,0.794520548,0.232094464,0.049303693,0.395833333,0.012222222,0,0,0,57,0.469808339,0,1
1/18/2015,Quarter3,Sunday,2,0.794520548,0.387921022,0.044330075,0.392361111,0.007222222,0,0,0,56.5,0.469745097,0,1
1/18/2015,Quarter3,Sunday,8,1,0,0,0.055555556,0,0,0,0,8,0.458043622,1,0
1/18/2015,Quarter3,Sunday,5,0.726027397,0.338753388,0.044589568,0.402777778,0.008333333,0,0,0,58,0.41315438,0,1
1/18/2015,Quarter3,Sunday,9,1,0.02013163,0,0.069444444,0,0,0,0,10,0.392835682,1,0
1/18/2015,Quarter3,Sunday,1,1,0.894308943,0.059726667,0.399305556,0.006666667,0,0,0,57.5,0.191192695,0,1
1/18/2015,Quarter3,Sunday,10,0.863013699,0.02013163,0,0.055555556,0,0,0,0,8,0.002356945,1,0
1/19/2015,Quarter3,Monday,4,0.863013699,0.027100271,0,0.194444444,0,0,0,0,28,0.838547871,1,0
1/19/2015,Quarter3,Monday,9,1,0.02013163,0,0.069444444,0,0,0,0,10,0.823699342,1,0
1/19/2015,Quarter3,Monday,5,0.794520548,0.024196671,0,0.055555556,0,0,0,0,8,0.817829986,1,0
1/19/2015,Quarter3,Monday,6,1,0.164730933,0.044459822,0.168981481,0.013888889,0,0,0,31,0.639035564,0,1
1/19/2015,Quarter3,Monday,8,1,0.445218738,0.059683418,0.140046296,0.013888889,0,0,0,56.5,0.638814332,0,1
1/19/2015,Quarter3,Monday,9,1,0.450251645,0.051725629,0.409722222,0.0175,0,0,0,59,0.638763022,0,1
1/19/2015,Quarter3,Monday,12,1,0,0,0.055555556,0,0,0,0,8,0.631689401,1,0
1/19/2015,Quarter3,Monday,2,0.863013699,0.387921022,0.043508347,0.392361111,0.010555556,0,0,0,56.5,0.582827816,0,1
1/19/2015,Quarter3,Monday,4,0.863013699,0.379790941,0.040221434,0.395833333,0.0175,0,0,0,57,0.582320881,0,1
1/19/2015,Quarter3,Monday,3,0.863013699,0.379790941,0.047357495,0.392361111,0.013888889,0,0,0,56.5,0.582314906,0,1
1/19/2015,Quarter3,Monday,10,0.863013699,0.379790941,0.040567425,0.388888889,0.0175,0,0,0,56,0.582308825,0,1
1/19/2015,Quarter3,Monday,11,0.863013699,0.232094464,0.064181299,0.395833333,0.013888889,0,0,0,57,0.526049471,0,1
1/19/2015,Quarter3,Monday,8,1,0,0,0.055555556,0,0,0,0,8,0.507595677,1,0
1/19/2015,Quarter3,Monday,5,0.794520548,0.338753388,0.054277312,0.319444444,0.009722222,0,0,0,58,0.469545429,0,1
1/19/2015,Quarter3,Monday,7,1,0.889276036,0.044978808,0.395833333,0.008333333,0,0,0,57,0.386537204,0,1
1/19/2015,Quarter3,Monday,1,0.589041096,0.387921022,0.06452729,0.392361111,0.008333333,0,0,0,56.5,0.356662379,0,1
1/19/2015,Quarter3,Monday,10,0.863013699,0.02013163,0,0.055555556,0,0,0,0,8,0.343614685,1,0
1/19/2015,Quarter3,Monday,11,0.863013699,0.024196671,0,0.055555556,0,0,0,0,8,0.198301149,1,0
1/19/2015,Quarter3,Monday,12,0.383561644,0.239256678,0.048049477,0.236111111,0.006388889,0,0,0,34,0.131395823,0,1
1/20/2015,Quarter3,Tuesday,5,0.863013699,0.024196671,0,0.055555556,0,0,0,0,8,0.902036442,1,0
1/20/2015,Quarter3,Tuesday,6,1,0.164730933,0.04528155,0.215277778,0.0175,0,0,0,31,0.638925848,0,1
1/20/2015,Quarter3,Tuesday,8,1,0.445218738,0.062018857,0.392361111,0.013888889,0,0,0,56.5,0.638776124,0,1
1/20/2015,Quarter3,Tuesday,9,1,0.450251645,0.017256293,0.409722222,0.0175,0,0,0,59,0.638763022,0,1
1/20/2015,Quarter3,Tuesday,4,0.863013699,0.379790941,0.042513623,0.395833333,0.0175,0,0,0,57,0.582320881,0,1
1/20/2015,Quarter3,Tuesday,10,0.863013699,0.379790941,0.04791973,0.388888889,0.0175,0,0,0,56,0.582308825,0,1
1/20/2015,Quarter3,Tuesday,3,0.863013699,0.379790941,0.0490442,0.326388889,0.013888889,0,0,0,57,0.582286957,0,1
1/20/2015,Quarter3,Tuesday,2,0.863013699,0.387921022,0.058948188,0.395833333,0.013888889,0,0,0,57,0.582280112,0,1
1/20/2015,Quarter3,Tuesday,9,1,0.02013163,0,0.069444444,0,0,0,0,10,0.557775676,1,0
1/20/2015,Quarter3,Tuesday,11,0.863013699,0.232094464,0.06491653,0.395833333,0.013888889,0,0,0,57,0.526049471,0,1
1/20/2015,Quarter3,Tuesday,5,0.863013699,0.338753388,0.05847245,0.395833333,0.013888889,0,0,0,57,0.525929263,0,1
1/20/2015,Quarter3,Tuesday,8,1,0,0,0.055555556,0,0,0,0,8,0.458043622,1,0
1/20/2015,Quarter3,Tuesday,12,0.589041096,0.239256678,0.05847245,0.143518519,0.006388889,0,0,0,34,0.30063755,0,1
1/20/2015,Quarter3,Tuesday,7,0.383561644,0.387921022,0.062710838,0.388888889,0.008333333,0,0,0,56,0.187911693,0,1
1/20/2015,Quarter3,Tuesday,11,0.863013699,0.024196671,0,0.104166667,0,0,0,0,15,0.145434232,1,0
1/21/2015,Quarter3,Wednesday,4,0.931506849,0.027100271,0,0.231481481,0,0,0,0,20,0.839960828,1,0
1/21/2015,Quarter3,Wednesday,2,0.863013699,0.02013163,0,0.196759259,0,0,0,0,17,0.765165369,1,0
1/21/2015,Quarter3,Wednesday,4,0.931506849,0.379790941,0.035680304,0.388888889,0.026111111,0,0,0,56,0.752031936,0,1
1/21/2015,Quarter3,Wednesday,6,1,0.1686024,0.03961595,0.222222222,0.020833333,0,0,0,89,0.69548073,0,1
1/21/2015,Quarter3,Wednesday,9,1,0.02013163,0,0.092592593,0,0,0,0,8,0.669246113,1,0
1/21/2015,Quarter3,Wednesday,8,1,0.445218738,0.024305856,0.288194444,0.010555556,0,0,0,56.5,0.639123265,0,1
1/21/2015,Quarter3,Wednesday,2,0.863013699,0.387921022,0.06149987,0.405092593,0.016666667,0,0,0,57,0.639099808,0,1
1/21/2015,Quarter3,Wednesday,10,0.863013699,0.379790941,0.052158118,0.388888889,0.020833333,0,0,0,56,0.63865415,0,1
1/21/2015,Quarter3,Wednesday,5,0.863013699,0.024196671,0,0.092592593,0,0,0,0,8,0.591461216,1,0
1/21/2015,Quarter3,Wednesday,5,0.863013699,0.338753388,0.060721391,0.402777778,0.013888889,0,0,0,58,0.582633014,0,1
1/21/2015,Quarter3,Wednesday,3,0.863013699,0.379790941,0.049260445,0.395833333,0.0175,0,0,0,57,0.582320881,0,1
1/21/2015,Quarter3,Wednesday,11,0.863013699,0.232094464,0.075036762,0.395833333,0.013888889,0,0,0,57,0.526049471,0,1
1/21/2015,Quarter3,Wednesday,1,0.794520548,0.387921022,0.068981922,0.395833333,0.009444444,0,0,0,57,0.525890892,0,1
1/21/2015,Quarter3,Wednesday,12,0.726027397,0.239256678,0.053844823,0.24537037,0.006388889,0,0,0,34,0.413278594,0,1
1/21/2015,Quarter3,Wednesday,8,1,0,0,0.092592593,0,0,0,0,8,0.407300412,1,0
1/21/2015,Quarter3,Wednesday,9,1,1,0.032739382,0.159722222,0.008055556,0,0,0,58,0.323132768,0,1
1/21/2015,Quarter3,Wednesday,1,0.794520548,0.02013163,0,0.092592593,0,0,0,0,8,0.306093297,1,0
1/21/2015,Quarter3,Wednesday,7,0.589041096,0.379790941,0.074388029,0.388888889,0.006388889,0,0,0,56,0.300582204,0,1
1/21/2015,Quarter3,Wednesday,11,0.863013699,0.024196671,0,0.104166667,0,0,0,0,9,0.267345431,1,0
1/22/2015,Quarter4,Thursday,7,0.726027397,0.02013163,0,0.231481481,0,0,0,0,10,0.816406077,1,0
1/22/2015,Quarter4,Thursday,10,0.931506849,0.02013163,0,0.324074074,0,0,0,0,14,0.797304668,1,0
1/22/2015,Quarter4,Thursday,4,0.931506849,0.379790941,0.03282588,0.388888889,0.0225,0,0,0,56,0.694999474,0,1
1/22/2015,Quarter4,Thursday,2,0.863013699,0.387921022,0.065305769,0.409722222,0.016666667,0,0,0,57,0.638972429,0,1
1/22/2015,Quarter4,Thursday,6,1,0.1686024,0.041302655,0.24537037,0.0175,0,0,0,32,0.638847473,0,1
1/22/2015,Quarter4,Thursday,10,0.931506849,0.379790941,0.057434478,0.388888889,0.015277778,0,0,0,56,0.63865415,0,1
1/22/2015,Quarter4,Thursday,1,0.863013699,0.387921022,0.059856414,0.469907407,0.0175,0,0,0,57,0.582427246,0,1
1/22/2015,Quarter4,Thursday,3,0.863013699,0.379790941,0.053801574,0.395833333,0.0175,0,0,0,57,0.582320881,0,1
1/22/2015,Quarter4,Thursday,5,0.863013699,0.024196671,0,0.347222222,0,0,0,0,15,0.574238603,1,0
1/22/2015,Quarter4,Thursday,5,0.863013699,0.338753388,0.064008304,0.402777778,0.011111111,0,0,0,58,0.526140136,0,1
1/22/2015,Quarter4,Thursday,11,0.863013699,0.232094464,0.080572615,0.395833333,0.013888889,0,0,0,57,0.526049471,0,1
1/22/2015,Quarter4,Thursday,4,0.931506849,0.027100271,0,0.347222222,0,0,0,0,15,0.492268872,1,0
1/22/2015,Quarter4,Thursday,1,0.863013699,0.02013163,0,0.578703704,0,0,0,0,25,0.469089572,1,0
1/22/2015,Quarter4,Thursday,2,0.863013699,0.02013163,0,0.578703704,0,0,0,0,25,0.469089572,1,0
1/22/2015,Quarter4,Thursday,6,1,0,0,0.185185185,0,0,0,0,8,0.443332856,1,0
1/22/2015,Quarter4,Thursday,12,0.726027397,0.239256678,0.06452729,0.268518519,0.006388889,0,0,0,34,0.413575849,0,1
1/22/2015,Quarter4,Thursday,7,0.726027397,0.379790941,0.080399619,0.395833333,0.006388889,0,0,0,57,0.413550119,0,1
1/22/2015,Quarter4,Thursday,8,1,0.737320945,0.042383877,0.415509259,0.008333333,0,0,0,56.5,0.362899554,0,1
1/22/2015,Quarter4,Thursday,9,0.589041096,0.507549361,0.041951388,0.402777778,0.008333333,0,0,0,58,0.300927519,0,1
1/22/2015,Quarter4,Thursday,3,0.863013699,0.02013163,0,0.462962963,0,0,0,0,20,0.255853202,1,0
1/22/2015,Quarter4,Thursday,8,1,0,0,0.185185185,0,0,0,0,8,0.184991154,1,0
1/22/2015,Quarter4,Thursday,12,0.726027397,0.022841657,0,0.208333333,0,0,0,0,9,0.10567108,1,0
1/24/2015,Quarter4,Saturday,5,0.863013699,0.024196671,0,0.104166667,0,0,0,0,15,0.826587031,1,0
1/24/2015,Quarter4,Saturday,10,0.931506849,0.02013163,0,0.069444444,0,0,0,0,10,0.79340424,1,0
1/24/2015,Quarter4,Saturday,8,1,0,0,0.0625,0,0,0,0,9,0.763270517,1,0
1/24/2015,Quarter4,Saturday,2,0.931506849,0.387921022,0.069457659,0.395833333,0.026111111,0,0,0,57,0.752135443,0,1
1/24/2015,Quarter4,Saturday,4,0.931506849,0.379790941,0.031441917,0.395833333,0.026111111,0,0,0,57,0.751766725,0,1
1/24/2015,Quarter4,Saturday,11,0.931506849,0.024196671,0,0.069444444,0,0,0,0,10,0.746919287,1,0
1/24/2015,Quarter4,Saturday,3,0.931506849,0.02013163,0,0.055555556,0,0,0,0,8,0.746278527,1,0
1/24/2015,Quarter4,Saturday,7,0.794520548,0.02013163,0,0.083333333,0,0,0,0,12,0.718227508,1,0
1/24/2015,Quarter4,Saturday,12,0.863013699,0.022841657,0,0.0625,0,0,0,0,9,0.704700367,1,0
1/24/2015,Quarter4,Saturday,1,0.863013699,0.387921022,0.063662313,0.395833333,0.020833333,0,0,0,57,0.639357004,0,1
1/24/2015,Quarter4,Saturday,10,0.931506849,0.379790941,0.057607473,0.388888889,0.019166667,0,0,0,56,0.639341288,0,1
1/24/2015,Quarter4,Saturday,6,1,0.1686024,0.043638094,0.217592593,0.0175,0,0,0,32,0.639236716,0,1
1/24/2015,Quarter4,Saturday,3,0.931506849,0.379790941,0.054753049,0.395833333,0.019166667,0,0,0,57,0.639027856,0,1
1/24/2015,Quarter4,Saturday,12,0.931506849,0.239256678,0.056915492,0.236111111,0.011111111,0,0,0,34,0.582333595,0,1
1/24/2015,Quarter4,Saturday,11,0.931506849,0.775648471,0.055445031,0.395833333,0.015555556,0,0,0,57,0.582290603,0,1
1/24/2015,Quarter4,Saturday,5,0.863013699,0.338753388,0.059769916,0.402777778,0.013888889,0,0,0,58,0.526140136,0,1
1/24/2015,Quarter4,Saturday,4,0.931506849,0.027100271,0,0.083333333,0,0,0,0,12,0.471179189,1,0
1/24/2015,Quarter4,Saturday,7,0.794520548,0.379790941,0.056007266,0.392361111,0.007222222,0,0,0,56.5,0.469940463,0,1
1/24/2015,Quarter4,Saturday,9,0.726027397,0.507549361,0.04000519,0.256944444,0.006388889,0,0,0,58,0.413224888,0,1
1/24/2015,Quarter4,Saturday,2,0.931506849,0.02013163,0,0.055555556,0,0,0,0,8,0.388628028,1,0
1/24/2015,Quarter4,Saturday,1,0.863013699,0.02013163,0,0.055555556,0,0,0,0,8,0.388628028,1,0
1/24/2015,Quarter4,Saturday,8,0.383561644,0.235965931,0.06262434,0.361111111,0.006388889,0,0,0,52,0.13113774,0,1
1/24/2015,Quarter4,Saturday,9,0.726027397,0.02013163,0,0.055555556,0,0,0,0,8,0.030977528,1,0
1/25/2015,Quarter4,Sunday,5,0.863013699,0.024196671,0,0.118055556,0,0,0,0,17,0.834627932,1,0
1/25/2015,Quarter4,Sunday,2,0.931506849,0.02013163,0,0.055555556,0,0,0,0,8,0.830431587,1,0
1/25/2015,Quarter4,Sunday,1,0.863013699,0.02013163,0,0.055555556,0,0,0,0,8,0.830431587,1,0
1/25/2015,Quarter4,Sunday,3,0.931506849,0.02013163,0,0.0625,0,0,0,0,9,0.821081247,1,0
1/25/2015,Quarter4,Sunday,10,0.931506849,0.02013163,0,0.131944444,0,0,0,0,19,0.813600975,1,0
1/25/2015,Quarter4,Sunday,4,0.931506849,0.027100271,0,0.083333333,0,0,0,0,12,0.810069679,1,0
1/25/2015,Quarter4,Sunday,4,0.931506849,0.379790941,0.037496756,0.395833333,0.026111111,0,0,0,57,0.751766725,0,1
1/25/2015,Quarter4,Sunday,2,0.931506849,0.387921022,0.070755125,0.40625,0.0225,0,0,0,58.5,0.695270142,0,1
1/25/2015,Quarter4,Sunday,1,0.863013699,0.387921022,0.072744572,0.40625,0.020833333,0,0,0,58.5,0.639656759,0,1
1/25/2015,Quarter4,Sunday,3,0.931506849,0.379790941,0.064657037,0.399305556,0.015277778,0,0,0,57.5,0.639209835,0,1
1/25/2015,Quarter4,Sunday,6,1,0.1686024,0.051076896,0.222222222,0.0175,0,0,0,32,0.639066677,0,1
1/25/2015,Quarter4,Sunday,10,0.931506849,0.379790941,0.061110631,0.388888889,0.019166667,0,0,0,56,0.63865415,0,1
1/25/2015,Quarter4,Sunday,7,0.794520548,0.02013163,0,0.097222222,0,0,0,0,14,0.581328769,1,0
1/25/2015,Quarter4,Sunday,7,0.863013699,0.379790941,0.015569587,0.392361111,0.011111111,0,0,0,56.5,0.526468213,0,1
1/25/2015,Quarter4,Sunday,12,0.863013699,0.239256678,0.056050515,0.236111111,0.011111111,0,0,0,34,0.526349823,0,1
1/25/2015,Quarter4,Sunday,5,0.863013699,0.338753388,0.052633855,0.402777778,0.013888889,0,0,0,58,0.526140136,0,1
1/25/2015,Quarter4,Sunday,9,0.794520548,0.507549361,0.046968255,0.402777778,0.007222222,0,0,0,58,0.469930077,0,1
1/25/2015,Quarter4,Sunday,12,0.863013699,0.022841657,0,0.0625,0,0,0,0,9,0.433587974,1,0
1/25/2015,Quarter4,Sunday,11,0.931506849,0.775648471,0.02300839,0.395833333,0.011111111,0,0,0,57,0.403093826,0,1
1/25/2015,Quarter4,Sunday,8,0.589041096,0.235965931,0.067338466,0.027777778,0.006388889,0,0,0,52,0.300379859,0,1
1/25/2015,Quarter4,Sunday,8,1,0,0,0.027777778,0,0,0,0,4,0.108082235,1,0
1/26/2015,Quarter4,Monday,3,0.931506849,0.02013163,0,0.069444444,0,0,0,0,10,0.931415257,1,0
1/26/2015,Quarter4,Monday,10,0.931506849,0.02013163,0,0.145833333,0,0,0,0,21,0.861688437,1,0
1/26/2015,Quarter4,Monday,4,0.931506849,0.027100271,0,0.083333333,0,0,0,0,12,0.823240843,1,0
1/26/2015,Quarter4,Monday,5,0.863013699,0.024196671,0,0.104166667,0,0,0,0,15,0.818157485,1,0
1/26/2015,Quarter4,Monday,2,0.931506849,0.02013163,0,0.069444444,0,0,0,0,10,0.76310914,1,0
1/26/2015,Quarter4,Monday,1,0.863013699,0.02013163,0,0.069444444,0,0,0,0,10,0.76310914,1,0
1/26/2015,Quarter4,Monday,4,1,0.379790941,0.043940836,0.392361111,0.016666667,0,0,0,56.5,0.695370407,0,1
1/26/2015,Quarter4,Monday,6,1,0.1686024,0.046362771,0.222222222,0.013888889,0,0,0,32,0.639066677,0,1
1/26/2015,Quarter4,Monday,3,0.931506849,0.379790941,0.068506185,0.395833333,0.019166667,0,0,0,57,0.639027856,0,1
1/26/2015,Quarter4,Monday,2,0.931506849,0.387921022,0.076290978,0.395833333,0.015277778,0,0,0,57,0.63866933,0,1
1/26/2015,Quarter4,Monday,1,0.863013699,0.387921022,0.07546925,0.402777778,0.016666667,0,0,0,58,0.638657474,0,1
1/26/2015,Quarter4,Monday,10,0.931506849,0.379790941,0.054061067,0.388888889,0.015277778,0,0,0,56,0.63865415,0,1
